name,cyclomatic,line,length,params,path
"<anonymous>",1,224,7,0,"/home/user/pure/fidelity.com/c47a9ac33af923db3cac610b21a42c13.js"
"clientObj.init",2,231,28,0,"/home/user/pure/fidelity.com/c47a9ac33af923db3cac610b21a42c13.js"
"<anonymous>",1,1,22,4,"/home/user/pure/onet.pl/autorefresh.js"
"run",3,6,106,0,"/home/user/pure/onet.pl/autorefresh.js"
"u",1,14,16,3,"/home/user/pure/onet.pl/autorefresh.js"
"o",1,17,28,1,"/home/user/pure/onet.pl/autorefresh.js"
"test",1,21,24,1,"/home/user/pure/onet.pl/autorefresh.js"
"n",1,24,4,1,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,25,12,0,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,36,16,0,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,41,12,0,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,42,13,0,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,45,2,0,"/home/user/pure/onet.pl/autorefresh.js"
"g",1,55,63,1,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,57,13,0,"/home/user/pure/onet.pl/autorefresh.js"
"h",1,63,4,0,"/home/user/pure/onet.pl/autorefresh.js"
"p",5,67,65,1,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",2,69,36,1,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",1,79,1,1,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",3,82,76,0,"/home/user/pure/onet.pl/autorefresh.js"
"<anonymous>",8,19,290,1,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"htmlPrefilter",10,102,161,1,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"getWrappedHtml",2,149,11,1,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"getParsedHtml",2,159,19,1,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"html",3,185,21,1,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"<anonymous>",3,212,40,4,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"<anonymous>",5,225,56,4,"/home/user/pure/ucl.ac.uk/jquery-html-prefilter-3.js"
"<anonymous>",1,1,7,3,"/home/user/pure/xfinity.com/satellite-5daa36d064746d3eff000ab6.js"
"<anonymous>",1,2,37,1,"/home/user/pure/xfinity.com/satellite-5daa36d064746d3eff000ab6.js"
"<anonymous>",8,19,290,1,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"htmlPrefilter",10,102,161,1,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"getWrappedHtml",2,149,11,1,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"getParsedHtml",2,159,19,1,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"html",3,185,21,1,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"<anonymous>",3,212,40,4,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"<anonymous>",5,225,56,4,"/home/user/pure/mitre.org/jquery-html-prefilter-3.js"
"<anonymous>",1,1,37,1,"/home/user/pure/bing.com/r55v7gxWDwkhcrGBcy9GDN-1JO8.js"
"f",1,2,4,0,"/home/user/pure/bing.com/r55v7gxWDwkhcrGBcy9GDN-1JO8.js"
"r",1,6,12,1,"/home/user/pure/bing.com/r55v7gxWDwkhcrGBcy9GDN-1JO8.js"
"e",1,10,4,0,"/home/user/pure/bing.com/r55v7gxWDwkhcrGBcy9GDN-1JO8.js"
"u",1,14,2,2,"/home/user/pure/bing.com/r55v7gxWDwkhcrGBcy9GDN-1JO8.js"
"<anonymous>",1,22,5,1,"/home/user/pure/sonhoo.com/module.js"
"<anonymous>",1,25,5,1,"/home/user/pure/sonhoo.com/module.js"
"<anonymous>",1,1,285,1,"/home/user/pure/newegg.com/DroneConfig.js"
"<anonymous>",2,21,18,0,"/home/user/pure/newegg.com/DroneConfig.js"
"<anonymous>",1,1,2,0,"/home/user/pure/qq.com/ver.js"
"init",1,2,331,0,"/home/user/pure/qq.com/ver.js"
"<anonymous>",1,2,9,1,"/home/user/pure/criteo.com/qppr_frontend_script.js"
"<anonymous>",1,3,10,0,"/home/user/pure/criteo.com/qppr_frontend_script.js"
"<anonymous>",12,4,285,0,"/home/user/pure/criteo.com/qppr_frontend_script.js"
"qppr_in_array",4,47,43,2,"/home/user/pure/criteo.com/qppr_frontend_script.js"
"<anonymous>",1,1,41,3,"/home/user/pure/xfinity.com/satellite-5a2ea0b564746d3f4e00e094.js"
"gtag",1,5,0,0,"/home/user/pure/xfinity.com/satellite-5a2ea0b564746d3f4e00e094.js"
"<anonymous>",2,7,63,1,"/home/user/pure/onesignal.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/onesignal.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/onesignal.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/onesignal.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/onesignal.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/onesignal.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/onesignal.com/munchkin.js"
"H94X",1,3,1,1,"/home/user/pure/codecademy.com/29.js"
"<anonymous>",1,1,196,2,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"customPaging",1,25,6,2,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"<anonymous>",1,4,36,2,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"<anonymous>",3,8,58,0,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"<anonymous>",1,80,20,3,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"<anonymous>",1,32,17,0,"/home/user/pure/sciencemag.org/js__sVIBDsoyerx9OVl8rqlNlG0Pr38hU6Zv0YT3ea8YTlE__p4r3VR_XpoHd.js"
"<anonymous>",2,7,63,1,"/home/user/pure/trello.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/trello.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/trello.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/trello.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/trello.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/trello.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/trello.com/munchkin.js"
"<anonymous>",1,1,3,3,"/home/user/pure/xfinity.com/satellite-5e2f79de64746d6251000363.js"
"<anonymous>",1,1,60,4,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"l",2,4,14,1,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"e",1,17,0,0,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"e",2,19,37,0,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"<anonymous>",2,24,23,0,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"<anonymous>",1,26,7,2,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"e",1,35,55,1,"/home/user/pure/cbssports.com/checkbox-expanded.js"
"<anonymous>",1,1,7,0,"/home/user/pure/cbssports.com/in-viewport.js"
"checkElement",4,3,56,2,"/home/user/pure/cbssports.com/in-viewport.js"
"request",1,5,1,1,"/home/user/pure/asana.com/login-b2e0ea2b70.js"
"<anonymous>",1,3,39,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,7,24,0,"/home/user/pure/gravatar.com/application.js"
"showOverlay",1,13,16,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,15,7,0,"/home/user/pure/gravatar.com/application.js"
"hideOverlay",1,20,9,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,23,18,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,24,9,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,25,24,0,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,30,8,1,"/home/user/pure/gravatar.com/application.js"
"<anonymous>",1,2,83,3,"/home/user/pure/politico.com/popup.js"
"<anonymous>",3,21,116,1,"/home/user/pure/politico.com/popup.js"
"<anonymous>",2,39,63,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",2,51,52,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",2,63,62,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",2,74,32,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,83,7,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,95,0,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,98,0,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,102,0,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,106,0,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,110,0,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",17,114,327,2,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,127,7,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",5,196,76,1,"/home/user/pure/politico.com/popup.js"
"<anonymous>",4,218,45,0,"/home/user/pure/politico.com/popup.js"
"<anonymous>",3,236,29,1,"/home/user/pure/politico.com/popup.js"
"<anonymous>",1,1,4378,3,"/home/user/pure/webs.com/Builder_Animation_edge.js"
"<anonymous>",1,1182,5,0,"/home/user/pure/webs.com/Builder_Animation_edge.js"
"<anonymous>",1,1,3,3,"/home/user/pure/qcloud.com/_cloud_tencent_com_idc.js"
"<anonymous>",1,1,17,0,"/home/user/pure/webs.com/constants.js"
"mobileHeaderWidth",1,4,0,0,"/home/user/pure/webs.com/constants.js"
"isSafeAscii",4,7,33,1,"/home/user/pure/webs.com/constants.js"
"<anonymous>",1,4,7,3,"/home/user/pure/foxbusiness.com/environment.js"
"<anonymous>",1,5,66,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.isProd",1,6,0,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.isStaging",1,7,0,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getStaticDomain",1,8,0,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getSiteId",6,9,67,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getSectionPath",2,27,46,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getSection",1,30,6,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getMeta",1,32,2,2,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.isMobile",2,33,8,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getDomainHost",4,35,99,2,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.getCacheParam",1,41,0,0,"/home/user/pure/foxbusiness.com/environment.js"
"Proto.isTiger",2,42,31,0,"/home/user/pure/foxbusiness.com/environment.js"
"<anonymous>",1,2,19,0,"/home/user/pure/nasdaq.com/lift-capture-bootstrap.js"
"<anonymous>",1,2,23,3,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,4,5,1,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,6,31,0,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,7,2,0,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,9,8,1,"/home/user/pure/asana.com/animation.js"
"a",9,12,106,0,"/home/user/pure/asana.com/animation.js"
"o.setTween",2,19,68,3,"/home/user/pure/asana.com/animation.js"
"o.removeTween",1,29,23,1,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,1,2,2,"/home/user/pure/asana.com/animation.js"
"<anonymous>",1,3,1,1,"/home/user/pure/quizlet.com/183.js"
"<anonymous>",2,7876,5,0,"/home/user/pure/mail.ru/864_1.js"
"<anonymous>",4,1,52,2,"/home/user/pure/blackboard.com/script.js"
"<anonymous>",4,6,94,0,"/home/user/pure/blackboard.com/script.js"
"d.onreadystatechange",3,8,23,0,"/home/user/pure/blackboard.com/script.js"
"<anonymous>",1,3,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,5,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,7,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,9,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,11,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,13,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,15,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,17,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",1,19,2,2,"/home/user/pure/scribd.com/5.js"
"<anonymous>",8,2,158,0,"/home/user/pure/gamespot.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/gamespot.com/api.js"
"start_me3",1,1,0,0,"/home/user/pure/asu.edu/asu_edu.js"
"<anonymous>",1,9,0,0,"/home/user/pure/setn.com/pb.js"
"o130",1,3,112,3,"/home/user/pure/dcard.tw/44.js"
"<anonymous>",1,5,0,0,"/home/user/pure/dcard.tw/44.js"
"O",1,20,74,1,"/home/user/pure/dcard.tw/44.js"
"onCancel",1,29,6,0,"/home/user/pure/dcard.tw/44.js"
"onConfirm",1,34,16,0,"/home/user/pure/dcard.tw/44.js"
"d",1,46,87,1,"/home/user/pure/dcard.tw/44.js"
"<anonymous>",1,48,9,1,"/home/user/pure/dcard.tw/44.js"
"<anonymous>",1,52,8,0,"/home/user/pure/dcard.tw/44.js"
"<anonymous>",1,58,6,0,"/home/user/pure/dcard.tw/44.js"
"onClose",1,62,5,0,"/home/user/pure/dcard.tw/44.js"
"<anonymous>",3,1,23,0,"/home/user/pure/elsevierhealth.com/ie-class-fixer.js"
"<anonymous>",1,2,0,0,"/home/user/pure/adobe.com/RC29e82c9b5c6e48a4a3a7a5958e0e76d4-file.js"
"<anonymous>",1,3,0,0,"/home/user/pure/adobe.com/RC29e82c9b5c6e48a4a3a7a5958e0e76d4-file.js"
"<anonymous>",1,1,21,3,"/home/user/pure/elsevierhealth.com/compare-products.js"
"initSidebar",2,5,14,0,"/home/user/pure/elsevierhealth.com/compare-products.js"
"initialize",1,13,2,0,"/home/user/pure/elsevierhealth.com/compare-products.js"
"<anonymous>",1,1,0,0,"/home/user/pure/chinaz.com/stat.js"
"<anonymous>",1,4,13,0,"/home/user/pure/chinaz.com/stat.js"
"<anonymous>",2,8,18,0,"/home/user/pure/chinaz.com/stat.js"
"<anonymous>",1,11,0,0,"/home/user/pure/chinaz.com/stat.js"
"<anonymous>",1,14,14,0,"/home/user/pure/chinaz.com/stat.js"
"<anonymous>.getScrollTop",1,2,0,0,"/home/user/pure/bild.de/getScrollTop.js"
"<anonymous>",2,7,63,1,"/home/user/pure/doubleverify.com/munchkin_002.js"
"m",3,15,36,0,"/home/user/pure/doubleverify.com/munchkin_002.js"
"n",2,24,61,1,"/home/user/pure/doubleverify.com/munchkin_002.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/doubleverify.com/munchkin_002.js"
"init",6,39,92,1,"/home/user/pure/doubleverify.com/munchkin_002.js"
"p",1,55,8,1,"/home/user/pure/doubleverify.com/munchkin_002.js"
"h.b",1,56,8,0,"/home/user/pure/doubleverify.com/munchkin_002.js"
"<anonymous>",1,1,5,1,"/home/user/pure/360.cn/224605e7eefeb438.js"
"t",1,2,96,0,"/home/user/pure/360.cn/224605e7eefeb438.js"
"s",2,6,20,1,"/home/user/pure/360.cn/224605e7eefeb438.js"
"<anonymous>",1,14,10,0,"/home/user/pure/360.cn/224605e7eefeb438.js"
"<anonymous>",1,16,10,0,"/home/user/pure/360.cn/224605e7eefeb438.js"
"init",1,9,2,2,"/home/user/pure/nyc.gov/NYC_009.js"
"render",1,17,38,0,"/home/user/pure/nyc.gov/NYC_009.js"
"change",1,27,32,2,"/home/user/pure/nyc.gov/NYC_009.js"
"<anonymous>",1,1,25,0,"/home/user/pure/unc.edu/ofi.js"
"r",2,7,37,1,"/home/user/pure/unc.edu/ofi.js"
"o",11,17,139,2,"/home/user/pure/unc.edu/ofi.js"
"o",4,41,52,0,"/home/user/pure/unc.edu/ofi.js"
"a",1,55,34,1,"/home/user/pure/unc.edu/ofi.js"
"get",1,57,6,0,"/home/user/pure/unc.edu/ofi.js"
"set",1,60,12,1,"/home/user/pure/unc.edu/ofi.js"
"c",1,71,1,1,"/home/user/pure/unc.edu/ofi.js"
"u",2,74,14,1,"/home/user/pure/unc.edu/ofi.js"
"f",9,80,73,2,"/home/user/pure/unc.edu/ofi.js"
"<anonymous>",1,1,14,2,"/home/user/pure/elsevierhealth.com/learn-more.js"
"isAllowed",1,4,0,0,"/home/user/pure/elsevierhealth.com/learn-more.js"
"swing",1,3,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInQuad",1,5,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutQuad",1,7,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutQuad",1,9,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInCubic",1,11,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutCubic",1,13,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutCubic",1,15,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInQuart",1,17,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutQuart",1,19,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutQuart",1,21,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInQuint",1,23,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutQuint",1,25,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutQuint",1,27,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInSine",1,29,26,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutSine",1,32,23,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutSine",1,35,26,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInExpo",2,38,27,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutExpo",2,41,30,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutExpo",1,44,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInCirc",1,46,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutCirc",1,48,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutCirc",1,50,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInElastic",1,52,12,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutElastic",1,56,12,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutElastic",1,60,12,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInBack",1,64,6,6,"/home/user/pure/last.fm/jquery_003.js"
"easeOutBack",1,66,6,6,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutBack",1,68,6,6,"/home/user/pure/last.fm/jquery_003.js"
"easeInBounce",1,70,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeOutBounce",1,72,5,5,"/home/user/pure/last.fm/jquery_003.js"
"easeInOutBounce",1,74,5,5,"/home/user/pure/last.fm/jquery_003.js"
"<anonymous>",1,1,13,1,"/home/user/pure/elsevierhealth.com/image.js"
"initialize",1,4,0,0,"/home/user/pure/elsevierhealth.com/image.js"
"showEmergencyMessage",2,6,58,1,"/home/user/pure/ucsd.edu/message.js"
"<anonymous>",1,20,9,1,"/home/user/pure/ucsd.edu/message.js"
"<anonymous>",1,21,15,0,"/home/user/pure/ucsd.edu/message.js"
"<anonymous>",2,1,66,2,"/home/user/pure/bizjournals.com/acbj.js"
"<anonymous>",2,15,12,2,"/home/user/pure/bizjournals.com/acbj.js"
"<anonymous>",3,23,100,0,"/home/user/pure/bizjournals.com/acbj.js"
"<anonymous>",3,55,35,0,"/home/user/pure/bizjournals.com/acbj.js"
"s.onreadystatechange",2,70,20,0,"/home/user/pure/bizjournals.com/acbj.js"
"<anonymous>",1,1,65,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",26,3,262,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",19,23,196,5,"/home/user/pure/flickr.com/combo_010.js"
"main",10,41,179,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,63,20,1,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,66,2,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,71,65,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",21,73,214,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",14,90,148,5,"/home/user/pure/flickr.com/combo_010.js"
"main",12,105,197,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,127,20,1,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,130,2,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,135,57,2,"/home/user/pure/flickr.com/combo_010.js"
"main",18,138,235,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,162,20,1,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,165,2,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,170,57,2,"/home/user/pure/flickr.com/combo_010.js"
"main",28,173,329,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,201,20,1,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,204,2,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,209,57,2,"/home/user/pure/flickr.com/combo_010.js"
"main",24,212,291,5,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,238,20,1,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,241,2,2,"/home/user/pure/flickr.com/combo_010.js"
"<anonymous>",1,1,14,2,"/home/user/pure/elsevierhealth.com/customer.js"
"initialize",1,4,0,0,"/home/user/pure/elsevierhealth.com/customer.js"
"<anonymous>",1,1,104,1,"/home/user/pure/last.fm/windowsize.js"
"start",1,9,22,0,"/home/user/pure/last.fm/windowsize.js"
"stop",1,12,22,0,"/home/user/pure/last.fm/windowsize.js"
"reset",1,15,10,0,"/home/user/pure/last.fm/windowsize.js"
"run",2,18,32,1,"/home/user/pure/last.fm/windowsize.js"
"<anonymous>",1,19,5,0,"/home/user/pure/last.fm/windowsize.js"
"func",1,23,12,1,"/home/user/pure/last.fm/windowsize.js"
"w_func",1,27,25,0,"/home/user/pure/last.fm/windowsize.js"
"h_func",1,30,25,0,"/home/user/pure/last.fm/windowsize.js"
"x_func",1,33,25,0,"/home/user/pure/last.fm/windowsize.js"
"add",1,37,13,2,"/home/user/pure/last.fm/windowsize.js"
"remove",1,40,0,0,"/home/user/pure/last.fm/windowsize.js"
"start",1,44,4,0,"/home/user/pure/last.fm/windowsize.js"
"stop",1,47,4,0,"/home/user/pure/last.fm/windowsize.js"
"reset",1,50,4,0,"/home/user/pure/last.fm/windowsize.js"
"w",1,53,4,0,"/home/user/pure/last.fm/windowsize.js"
"h",1,56,4,0,"/home/user/pure/last.fm/windowsize.js"
"r",1,59,4,0,"/home/user/pure/last.fm/windowsize.js"
"add",1,62,8,2,"/home/user/pure/last.fm/windowsize.js"
"remove",1,65,6,1,"/home/user/pure/last.fm/windowsize.js"
"<anonymous>",1,1,19,3,"/home/user/pure/census.gov/component_006.js"
"initAccordion",2,5,104,1,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,20,58,0,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,23,19,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",3,35,71,1,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,39,19,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,53,30,0,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,56,19,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",3,67,43,1,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,71,19,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",1,84,19,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",3,85,100,0,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",5,110,113,1,"/home/user/pure/census.gov/component_006.js"
"handleOpenCount",3,139,157,1,"/home/user/pure/census.gov/component_006.js"
"findParentAccordion",1,172,46,1,"/home/user/pure/census.gov/component_006.js"
"chevronFlip",3,186,75,2,"/home/user/pure/census.gov/component_006.js"
"fireAnalytics",5,206,77,2,"/home/user/pure/census.gov/component_006.js"
"<anonymous>",8,19,290,1,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"htmlPrefilter",10,102,161,1,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"getWrappedHtml",2,149,11,1,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"getParsedHtml",2,159,19,1,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"html",3,185,21,1,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"<anonymous>",3,212,40,4,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"<anonymous>",5,225,56,4,"/home/user/pure/aboutads.info/jquery-html-prefilter-3.js"
"<anonymous>.getTealKeys",4,2,117,0,"/home/user/pure/welt.de/getTealKeys.js"
"rta.onload",1,2,0,0,"/home/user/pure/pornhub.com/ph-tracking.js"
"<anonymous>",1,1,6,1,"/home/user/pure/yandex.ru/yandcache.js"
"<anonymous>",2,2,5,1,"/home/user/pure/yandex.ru/yandcache.js"
"daRj",1,3,54,3,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,5,0,0,"/home/user/pure/dcard.tw/156.js"
"d",1,15,46,1,"/home/user/pure/dcard.tw/156.js"
"onClick",1,21,23,1,"/home/user/pure/dcard.tw/156.js"
"eB27",1,31,62,3,"/home/user/pure/dcard.tw/156.js"
"c",3,37,20,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,44,5,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,46,25,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,47,27,1,"/home/user/pure/dcard.tw/156.js"
"fgBh",1,54,131,3,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,56,0,0,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,74,11,1,"/home/user/pure/dcard.tw/156.js"
"j",2,82,95,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",2,85,15,1,"/home/user/pure/dcard.tw/156.js"
"onClick",3,93,81,1,"/home/user/pure/dcard.tw/156.js"
"sEZN",1,118,135,3,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,120,0,0,"/home/user/pure/dcard.tw/156.js"
"m",1,135,132,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",3,139,44,0,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,160,7,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,162,7,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,164,7,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,166,17,1,"/home/user/pure/dcard.tw/156.js"
"<anonymous>",1,3,245,3,"/home/user/pure/wix.com/windowScroll.js"
"<anonymous>",1,5,4,0,"/home/user/pure/wix.com/windowScroll.js"
